in_640,in_488,major_length,minor_length,length_ratio,eccentricity,solidity,mean_intensity,max_intensity
True,True,11.441555418476828,9.814317438377664,1.1658024593822518,0.5140199078774645,0.925531914893617,2376.551724137931,3981.0
True,True,14.022031297917295,9.19452309540827,1.5250417163745509,0.7550043623566084,0.9252336448598131,2199.3636363636365,3123.0
True,True,14.100823108365722,8.424137182410828,1.6738596234008307,0.8019272768224958,0.91,1984.5164835164835,3249.0
True,True,14.679938034955589,8.521943382401455,1.7226044998192402,0.8142486228963212,0.9313725490196079,2520.442105263158,3665.0
True,True,11.004326794551922,10.088198507396715,1.0908118803942426,0.39946520520695616,0.925531914893617,2689.4137931034484,3925.0
True,True,11.039593502164994,10.393063569933787,1.062207829025455,0.3371935382235721,0.9473684210526315,2705.711111111111,3935.0
True,True,11.645368687510032,11.13985047307927,1.0453792629621568,0.29143503978604735,0.9532710280373832,3467.5,5483.0
True,False,2.0,2.0,0.999999995,0.0,1.0,1442.5,1507.0
True,False,2.0,2.0,0.999999995,0.0,1.0,1390.0,1468.0
True,True,13.830541584612627,8.465883368243142,1.633679672478877,0.7907686781260064,0.9375,2140.3333333333335,3203.0
True,True,11.737785974577516,7.284611441042273,1.6113125666981303,0.784117772252283,0.9848484848484849,3628.276923076923,4691.0
True,True,6.000928401740398,5.232966977093206,1.1467544925357493,0.48945914265145085,0.8518518518518519,2342.1304347826085,2541.0
True,True,10.867010721077094,9.87500823992377,1.1004558625215306,0.417418599996065,0.9333333333333333,2646.8690476190477,3833.0
True,True,11.204972069230674,9.90954905273793,1.1307247179756965,0.46675141614901294,0.925531914893617,2428.735632183908,3854.0
True,True,17.067127450595226,10.426186988444567,1.6369481434719508,0.7917132462812736,0.918918918918919,2540.323529411765,3819.0
True,True,8.74517241165196,7.879232275362518,1.1099015862114037,0.4338589990379229,0.8833333333333333,3693.9245283018868,4206.0
True,True,11.252404932699017,10.617679883131142,1.0597800127670542,0.33111030727963275,0.94,2852.223404255319,4058.0
True,True,9.622639785852536,8.445512332104421,1.1393790448780283,0.47926353285379375,0.9846153846153847,2589.6875,3515.0
True,True,10.543007161147147,9.622889378975527,1.0956176190932583,0.40856953266256546,0.975609756097561,2446.95,3552.0
True,True,10.243965626200481,9.372632229842889,1.0929657073979249,0.40358583217070715,0.9493670886075949,2071.28,2950.0
True,True,5.395366948568033,3.480589789995085,1.550130080992495,0.7640921189949287,0.875,3347.4285714285716,3456.0
True,True,12.129606635359213,10.50016394497961,1.1551825940400533,0.5006254270216968,0.9523809523809523,4600.86,5983.0
True,True,11.112943945595351,10.292740235399593,1.0796875934532937,0.37704770161332746,0.9782608695652174,2474.1222222222223,3490.0
True,True,11.493314056299337,10.283772131671027,1.1176165611183766,0.4465448387789897,0.9789473684210527,2624.6021505376343,3567.0
True,True,10.40930229743338,9.018119766196461,1.1542652521547758,0.49943390791352954,0.9866666666666667,2398.054054054054,3119.0
True,True,16.1211848292708,9.695741317737856,1.6627078099898198,0.7989265684778074,0.9090909090909091,3000.6583333333333,4800.0
True,True,20.982817956419495,10.056923521562792,2.0864052401876894,0.8776548052895312,0.8786127167630058,2982.4539473684213,4504.0
True,True,15.613088615403251,8.701191333726687,1.7943621739406805,0.8303104798425102,0.8632478632478633,2205.2178217821784,2854.0
True,True,9.864514718702505,9.038913740566374,1.091338515989756,0.400478922028636,0.9859154929577465,2204.9285714285716,3112.0
True,True,9.035965034406134,7.7273538196470914,1.169347907913621,0.5183352924507573,0.9322033898305084,1770.9454545454546,2210.0
True,True,11.06989597297287,10.140376613237937,1.0916651702664397,0.4011056735625824,0.967032967032967,2590.6477272727275,4014.0
True,True,17.974910596754103,10.338102072953026,1.7387050787971772,0.8180545293354852,0.935064935064935,3403.8611111111113,5189.0
True,True,10.559326192102706,7.958994960607461,1.3267160277269001,0.6571718253013475,0.9027777777777778,2144.0615384615385,3154.0
True,False,6.371845506778127,4.501009772260309,1.4156480023418936,0.7078225507266999,0.9166666666666666,3000.2727272727275,3291.0
True,False,6.2668633939802625,2.099148208486047,2.985431585436147,0.9422323684941285,0.7692307692307693,3230.6,3308.0
True,False,2.3094010767585034,1.3333333333333333,1.7320507945784966,0.816496580927726,1.0,3305.3333333333335,3400.0
True,False,10.048778784749796,8.995327814270183,1.11711090257737,0.4457323755056673,0.9090909090909091,2325.8142857142857,2759.0
True,False,2.3094010767585034,1.3333333333333333,1.7320507945784966,0.816496580927726,1.0,1427.0,1437.0
True,False,2.3094010767585034,1.3333333333333333,1.7320507945784966,0.816496580927726,1.0,1555.3333333333333,1563.0
True,False,3.098386676965933,1.7888543819998317,1.7320507978864188,0.816496580927726,1.0,1588.2,1800.0
True,False,6.305995188444564,5.62517448161567,1.1210310360760645,0.4519644269804612,0.9655172413793104,2119.8571428571427,3127.0
True,False,2.3094010767585034,1.3333333333333333,1.7320507945784966,0.816496580927726,1.0,1467.6666666666667,1549.0
